,ENSG00000237330,ENSG00000235169,ENSG00000234546,ENSG00000142657,ENSG00000116649,ENSG00000127483,ENSG00000173369,ENSG00000117318,ENSG00000117614,ENSG00000117616,ENSG00000117632,ENSG00000142669,ENSG00000169442,ENSG00000227050,ENSG00000162511,ENSG00000175130,ENSG00000160058,ENSG00000121900,ENSG00000092853,ENSG00000119535,ENSG00000134690,ENSG00000127603,ENSG00000044012,ENSG00000197273,ENSG00000117399,ENSG00000228369,ENSG00000162399,ENSG00000116717,ENSG00000233099,ENSG00000137959,ENSG00000143013,ENSG00000143119,ENSG00000155366,ENSG00000265972,ENSG00000178104,ENSG00000143382,ENSG00000197622,ENSG00000197747,ENSG00000163191,ENSG00000203783,ENSG00000184330,ENSG00000189171,ENSG00000173207,ENSG00000163563,ENSG00000213088,ENSG00000117091,ENSG00000158869,ENSG00000143162,ENSG00000198771,ENSG00000143158,ENSG00000235736,ENSG00000116161,ENSG00000229407,ENSG00000169905,ENSG00000162704,ENSG00000261024,ENSG00000232498,ENSG00000090104,ENSG00000066279,ENSG00000203721,ENSG00000234678,ENSG00000143851,ENSG00000117139,ENSG00000159388,ENSG00000143839,ENSG00000263961,ENSG00000162891,ENSG00000153363,ENSG00000229258,ENSG00000117724,ENSG00000228548,ENSG00000196944,ENSG00000115163,ENSG00000158125,ENSG00000236502,ENSG00000236824,ENSG00000170634,ENSG00000234943,ENSG00000115956,ENSG00000115977,ENSG00000034510,ENSG00000042493,ENSG00000196460,ENSG00000281162,ENSG00000135968,ENSG00000225744,ENSG00000155368,ENSG00000128683,ENSG00000003402,ENSG00000224137,ENSG00000115457,ENSG00000144591,ENSG00000157150,ENSG00000172995,ENSG00000114784,ENSG00000168036,ENSG00000172969,ENSG00000064225,ENSG00000184220,ENSG00000239828,ENSG00000144908,ENSG00000159650,ENSG00000184897,ENSG00000129071,ENSG00000170819,ENSG00000174640,ENSG00000261758,ENSG00000066405,ENSG00000169908,ENSG00000152601,ENSG00000241544,ENSG00000163660,ENSG00000173905,ENSG00000178772,ENSG00000178597,ENSG00000248986,ENSG00000137440,ENSG00000137441,ENSG00000248138,ENSG00000109689,ENSG00000178522,ENSG00000169429,ENSG00000138756,ENSG00000145287,ENSG00000163106,ENSG00000248242,ENSG00000246774,ENSG00000145386,ENSG00000196159,ENSG00000138650,ENSG00000197465,ENSG00000250361,ENSG00000170180,ENSG00000251611,ENSG00000248431,ENSG00000164104,ENSG00000173320,ENSG00000179046,ENSG00000250576,ENSG00000249937,ENSG00000273294,ENSG00000250722,ENSG00000175857,ENSG00000134057,ENSG00000131711,ENSG00000081189,ENSG00000173221,ENSG00000184838,ENSG00000168938,ENSG00000164904,ENSG00000234758,ENSG00000069011,ENSG00000091010,ENSG00000178172,ENSG00000011083,ENSG00000170613,ENSG00000164611,ENSG00000250274,ENSG00000214357,ENSG00000169045,ENSG00000213316,ENSG00000161011,ENSG00000113269,ENSG00000021355,ENSG00000007944,ENSG00000124766,ENSG00000164508,ENSG00000112343,ENSG00000187837,ENSG00000197061,ENSG00000180573,ENSG00000124635,ENSG00000146112,ENSG00000196230,ENSG00000168631,ENSG00000204482,ENSG00000204472,ENSG00000213676,ENSG00000213654,ENSG00000161896,ENSG00000137193,ENSG00000112796,ENSG00000124749,ENSG00000227706,ENSG00000203907,ENSG00000238156,ENSG00000135346,ENSG00000146278,ENSG00000132424,ENSG00000164434,ENSG00000164442,ENSG00000131016,ENSG00000074706,ENSG00000164691,ENSG00000026297,ENSG00000234647,ENSG00000008018,ENSG00000233429,ENSG00000158604,ENSG00000129103,ENSG00000213462,ENSG00000158517,ENSG00000223969,ENSG00000164713,ENSG00000130429,ENSG00000166925,ENSG00000169876,ENSG00000169871,ENSG00000005483,ENSG00000230316,ENSG00000105939,ENSG00000275896,ENSG00000171115,ENSG00000261455,ENSG00000222012,ENSG00000205542,ENSG00000130066,ENSG00000102265,ENSG00000102096,ENSG00000102007,ENSG00000204363,ENSG00000158578,ENSG00000147065,ENSG00000274536,ENSG00000169083,ENSG00000089289,ENSG00000198034,ENSG00000131171,ENSG00000007952,ENSG00000010671,ENSG00000133134,ENSG00000185222,ENSG00000134595,ENSG00000214915,ENSG00000169057,ENSG00000164733,ENSG00000104763,ENSG00000120913,ENSG00000147454,ENSG00000159167,ENSG00000104765,ENSG00000120885,ENSG00000156675,ENSG00000253376,ENSG00000137575,ENSG00000254432,ENSG00000104267,ENSG00000254343,ENSG00000147689,ENSG00000104549,ENSG00000136997,ENSG00000155926,ENSG00000198576,ENSG00000173253,ENSG00000231902,ENSG00000137154,ENSG00000122733,ENSG00000137076,ENSG00000135047,ENSG00000123975,ENSG00000235601,ENSG00000041982,ENSG00000228512,ENSG00000226752,ENSG00000119403,ENSG00000044574,ENSG00000136878,ENSG00000125492,ENSG00000228877,ENSG00000122133,ENSG00000236394,ENSG00000185201,ENSG00000233930,ENSG00000129757,ENSG00000223609,ENSG00000213934,ENSG00000196565,ENSG00000213931,ENSG00000134333,ENSG00000270607,ENSG00000255202,ENSG00000085063,ENSG00000135363,ENSG00000026508,ENSG00000110492,ENSG00000183908,ENSG00000156575,ENSG00000186652,ENSG00000156587,ENSG00000149516,ENSG00000167996,ENSG00000168003,ENSG00000110011,ENSG00000245532,ENSG00000251562,ENSG00000172725,ENSG00000172663,ENSG00000069482,ENSG00000204571,ENSG00000110203,ENSG00000171631,ENSG00000175567,ENSG00000087884,ENSG00000109861,ENSG00000149968,ENSG00000172367,ENSG00000109971,ENSG00000084234,ENSG00000182667,ENSG00000026025,ENSG00000095794,ENSG00000266412,ENSG00000171988,ENSG00000122862,ENSG00000197746,ENSG00000226051,ENSG00000122378,ENSG00000152766,ENSG00000177853,ENSG00000230131,ENSG00000176769,ENSG00000111348,ENSG00000275278,ENSG00000139219,ENSG00000197376,ENSG00000123416,ENSG00000167553,ENSG00000111057,ENSG00000139263,ENSG00000090382,ENSG00000139278,ENSG00000058272,ENSG00000133639,ENSG00000120833,ENSG00000089248,ENSG00000088992,ENSG00000135090,ENSG00000175727,ENSG00000150991,ENSG00000236463,ENSG00000132965,ENSG00000236094,ENSG00000244754,ENSG00000102804,ENSG00000136156,ENSG00000152207,ENSG00000184226,ENSG00000184564,ENSG00000102580,ENSG00000169508,ENSG00000088448,ENSG00000169397,ENSG00000092067,ENSG00000092010,ENSG00000100453,ENSG00000126803,ENSG00000185650,ENSG00000119655,ENSG00000100721,ENSG00000185559,ENSG00000184601,ENSG00000166963,ENSG00000244879,ENSG00000259672,ENSG00000166803,ENSG00000180304,ENSG00000140451,ENSG00000261821,ENSG00000041357,ENSG00000185551,ENSG00000130656,ENSG00000188536,ENSG00000206172,ENSG00000198736,ENSG00000166669,ENSG00000185338,ENSG00000262097,ENSG00000005187,ENSG00000197006,ENSG00000166851,ENSG00000166501,ENSG00000006116,ENSG00000236481,ENSG00000090238,ENSG00000103490,ENSG00000102893,ENSG00000198417,ENSG00000166592,ENSG00000257017,ENSG00000103187,ENSG00000270159,ENSG00000051523,ENSG00000258947,ENSG00000132386,ENSG00000274758,ENSG00000179111,ENSG00000189152,ENSG00000276399,ENSG00000261020,ENSG00000109046,ENSG00000108691,ENSG00000270379,ENSG00000277632,ENSG00000276070,ENSG00000131747,ENSG00000198083,ENSG00000131738,ENSG00000033627,ENSG00000108828,ENSG00000030582,ENSG00000198336,ENSG00000108821,ENSG00000121053,ENSG00000265206,ENSG00000265313,ENSG00000264813,ENSG00000136490,ENSG00000171634,ENSG00000171595,ENSG00000132471,ENSG00000141524,ENSG00000173762,ENSG00000181408,ENSG00000264707,ENSG00000125900,ENSG00000101200,ENSG00000101236,ENSG00000132646,ENSG00000101435,ENSG00000170373,ENSG00000125968,ENSG00000088325,ENSG00000101331,ENSG00000229771,ENSG00000124098,ENSG00000087586,ENSG00000273154,ENSG00000185198,ENSG00000197561,ENSG00000197766,ENSG00000099875,ENSG00000176840,ENSG00000105355,ENSG00000161888,ENSG00000102575,ENSG00000105610,ENSG00000179218,ENSG00000160888,ENSG00000131355,ENSG00000161031,ENSG00000167460,ENSG00000130303,ENSG00000130522,ENSG00000196705,ENSG00000267238,ENSG00000266976,ENSG00000198597,ENSG00000011600,ENSG00000232677,ENSG00000130755,ENSG00000105205,ENSG00000105223,ENSG00000090013,ENSG00000105404,ENSG00000130203,ENSG00000007255,ENSG00000268621,ENSG00000105373,ENSG00000142227,ENSG00000063180,ENSG00000087086,ENSG00000104870,ENSG00000086967,ENSG00000254760,ENSG00000105509,ENSG00000104974,ENSG00000104972,ENSG00000108106,ENSG00000281548,ENSG00000272787,ENSG00000128340,ENSG00000100097,ENSG00000244509,ENSG00000100316,ENSG00000100354,ENSG00000100376,ENSG00000279669,ENSG00000233236,ENSG00000159216,ENSG00000198054,ENSG00000205622,ENSG00000236384,ENSG00000160180,ENSG00000160182,ENSG00000182871,ENSG00000198899,ENSG00000198840,ENSG00000198886,ENSG00000198695,ENSG00000198727
TP73,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
MAP7D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,1,,1
FOSB,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
MAPK1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C19orf26,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,1
IRF1,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKZF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,1,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
HOXB9,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,
HOXC13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,
CKS1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,
CLDN6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOXA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
COL1A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
FOXF1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,
ZBTB1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,
PRTG,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
PLK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
